ChEMBLID;Smiles;Standard_Value;pChEMBL_Value
CHEMBL4742937;CC(C)C[C@H](NC(=O)Nc1ccc(Br)cc1)C(=O)Nc1cccnc1;300;7.522878745
CHEMBL4739971;Cc1cncc(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)c1;98000;5.008773924
CHEMBL5196771;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)NC2CCCCNC2=O)cc1;1700;6.769551079
CHEMBL5208434;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2Cc3ccccc3C2)cc1;193000;4.714442691
CHEMBL5200365;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3cccnc32)cc1;11000;5.958607315
CHEMBL4791407;O=C(Nc1ccc(Br)cc1)NC(C(=O)Nc1cccnc1)C1CCOCC1;720;7.142667504
CHEMBL4752145;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2ccccn2)CCCC1;60700;5.216811309
CHEMBL4741207;O=C(Nc1ccc(Br)cc1)NC(CC1CCCCC1)C(=O)Nc1cccnc1;21500;5.66756154
CHEMBL5186339;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nc3ccccc3[nH]2)c(F)c1;13000;5.886056648
CHEMBL5204580;COc1ccc([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccc(Cl)cc3)o2)cc1;1600;6.795880017
CHEMBL3590210;COc1ccc2[nH]c(SCC(=O)Nc3ccc(C(C)=O)cc3)nc2c1;60000;5.22184875
CHEMBL3731259;O=C(NCC1CCCNC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;5;9.346787486
CHEMBL3731053;CNCCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;140;7.853871964
CHEMBL3733217;CNCCNC(=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;130;7.886056648
CHEMBL3732017;O=C(NCC1(O)CCCCC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;1290;6.88941029
CHEMBL3733261;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCCc2ccc(Cl)cc2)[C@@H]2C=C[C@H]1C21CC1;82700;5.08249449
CHEMBL3727911;O=C(NCCCCN1CCCC1)[C@H]1[C@H](C(=O)NCc2cc(C(F)(F)F)ccc2F)[C@@H]2C=C[C@H]1C21CC1;99700;5.001304842
CHEMBL3728870;CC(=O)c1cccc(NC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)c1;67000;5.173925197
CHEMBL3727378;NCCCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Br)cc2)[C@@H]2C=C[C@H]1C21CC1;760;7.119186408
CHEMBL3730815;COc1ccc(NC(=O)[C@H]2[C@H](C(=O)NCCC(N)=O)[C@H]3CC[C@@H]2C32CC2)cc1;590;7.229147988
CHEMBL3732192;NC(=O)CCNC(=O)[C@H]1[C@H](C(=O)NCc2ccc(Cl)nc2)[C@@H]2C=C[C@H]1C21CC1;310;7.508638306
CHEMBL3728633;CC(=O)c1csc(CNC(=O)[C@H]2[C@H](C(=O)NCCN(C)C)[C@H]3C=C[C@@H]2C32CC2)n1;650;7.187086643
CHEMBL3729817;CC(=O)c1csc(CNC(=O)[C@H]2[C@H](C(=O)NCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)n1;1400;6.853871964
CHEMBL3730714;O=C(NCCN1CCNC1=O)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2C=C[C@H]1C21CC1;91;8.040958608
CHEMBL5094814;CCc1ccc(C(C)NC(=O)NC2CCN(c3cnn(C)c3)C2=O)cc1;;#NUM!
CHEMBL5088171;O=C(Nc1ccc(Br)cc1)NC1CCN(c2cnn(-c3ccncc3)c2)C1=O;;#NUM!
CHEMBL5075254;O=C(Nc1ccc(Br)cc1)NC1CCN(Cc2ccccc2)C1=O;;#NUM!
CHEMBL5087710;CC(C)(C)OC(=O)N1CCC(N2CCC(NC(=O)Nc3ccc(Br)cc3)C2=O)CC1;7300;6.13667714
CHEMBL4753061;CC(C)n1cc(NC(=O)C(NC(=O)Nc2ccc(Br)cc2)C2CCCC2)cn1;74500;5.127843727
CHEMBL3729189;O=C(NCC1CCCN1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;83;8.080921908
CHEMBL3731273;O=C(NC1CCNC1)[C@H]1[C@H](C(=O)Nc2ncc(Br)s2)[C@@H]2CC[C@H]1C21CC1;89;8.050609993
CHEMBL4794472;Cc1ccc(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)cn1;99000;5.004364805
CHEMBL5185921;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2Cc3ccccc3C2)cc1;3400;6.468521083
CHEMBL5193947;CC1(C)CN(C(=O)[C@H](Cc2ccc(C#N)cc2)NC(=O)Nc2ccc(F)cc2)Cc2cc(F)ccc21;16000;5.795880017
CHEMBL4797594;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2cccnc2)CCCC1;13000;5.886056648
CHEMBL5070452;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(Cc3ccccc3)CC2)C1=O;3500;6.455931956
CHEMBL5094814;CCc1ccc(C(C)NC(=O)NC2CCN(c3cnn(C)c3)C2=O)cc1;;#NUM!
CHEMBL4754119;Cc1nn(C)cc1NC(=O)C(NC(=O)Nc1ccc(Br)cc1)C1CCCC1;19000;5.721246399
CHEMBL4739874;CN1CCC(NC(=O)C(NC(=O)Nc2ccc(Br)cc2)C2CCCC2)CC1;36700;5.435333936
CHEMBL4760670;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2ccc(Cl)nc2)CCCC1;1100;6.958607315
CHEMBL4741207;O=C(Nc1ccc(Br)cc1)NC(CC1CCCCC1)C(=O)Nc1cccnc1;13000;5.886056648
CHEMBL5169641;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2c2nc3cc(Cl)ccc3[nH]2)c(F)c1;1100;6.958607315
CHEMBL5174501;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2cc(-c3ccc(Cl)cc3)[nH]n2)c(F)c1;100000;5
CHEMBL4743451;CN1CCC(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)CC1;100000;5
CHEMBL4761559;CC(C)n1cc(NC(=O)C2(NC(=O)Nc3ccc(Br)cc3)CCCC2)cn1;41500;5.381951903
CHEMBL5184913;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccc(F)cc3C2)cc1;6200;6.207608311
CHEMBL4794375;COc1ccc([C@@H]2COC[C@@H]2NC(=O)Nc2ccc(F)cc2)cc1;3;9.602059991
CHEMBL5208504;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2c2nc3ccccc3[nH]2)c(F)c1;6800;6.167491087
CHEMBL5187399;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccccc3)o2)c(F)c1;2500;6.602059991
CHEMBL4784510;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccccc2)c(F)c1;50;8.301029996
CHEMBL4739874;CN1CCC(NC(=O)C(NC(=O)Nc2ccc(Br)cc2)C2CCCC2)CC1;100000;5
CHEMBL4760670;O=C(Nc1ccc(Br)cc1)NC1(C(=O)Nc2ccc(Cl)nc2)CCCC1;25800;5.588380294
CHEMBL5188537;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCCCC2)cc1;134000;4.872895202
CHEMBL5202577;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccccc32)cc1;56000;5.251811973
CHEMBL5187767;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2Cc3ccc(F)cc3C2)cc1;72000;5.142667504
CHEMBL5196551;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccccc3C2)cc1;2400;6.619788758
CHEMBL5207056;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccc(F)cc32)cc1;11300;5.946921557
CHEMBL5183856;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCCC2)cc1;31000;5.508638306
CHEMBL5190571;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCCc3ccccc32)cc1;2500;6.602059991
CHEMBL5204594;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2c2nc3nc(Cl)ccc3[nH]2)c(F)c1;23000;5.638272164
CHEMBL5203364;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccc(Cl)cc3F)o2)c(F)c1;8400;6.075720714
CHEMBL5197524;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccc(OC(F)(F)F)cc3)o2)c(F)c1;530;7.27572413
CHEMBL5191583;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2cc(-c3ccc(Cl)cc3)on2)c(F)c1;100;8
CHEMBL5197701;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2cc(-c3ccc(Cl)cc3)no2)c(F)c1;22000;5.657577319
CHEMBL5192360;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2cc(-c3ccc(Cl)cc3)n(C)n2)c(F)c1;100000;5
CHEMBL5085666;O=C(Nc1ccc(Br)cc1)NC1CCN(c2ccc(F)cc2)C1=O;19700;5.705533774
CHEMBL5070452;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(Cc3ccccc3)CC2)C1=O;28700;5.542118103
CHEMBL5093348;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCN(c3ncccn3)CC2)C1=O;3850;6.41453927
CHEMBL5088283;N#Cc1ccc(NC(=O)NC2CCN(c3ccccc3F)C2=O)cc1;;#NUM!
CHEMBL5075000;O=C(Nc1ccc(Br)cc1)NC1CCN(C2CCNCC2)C1=O;10300;5.987162775
CHEMBL5170711;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccccc3C2)cc1;13000;5.886056648
CHEMBL4759517;O=C(Nc1ccc(Br)cc1)NC(C(=O)NCC1CCCO1)C1CCCC1;9400;6.026872146
CHEMBL4757032;O=C(Nc1ccc(Br)cc1)NC(C(=O)NC1COC1)C1CCCC1;6200;6.207608311
CHEMBL5187135;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCCc3ccccc32)cc1;2700;6.568636236
CHEMBL5203658;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCC(F)(F)CC2)cc1;195000;4.709965389
CHEMBL5184396;N#Cc1ccc(C[C@@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCCC2)cc1;52000;5.283996656
CHEMBL5195186;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2CCc3ccccc32)cc1;260;7.585026652
CHEMBL5187763;N#Cc1ccc(C[C@H](NC(=O)Nc2ccc(F)cc2)C(=O)N2Cc3ccc(F)cc3C2)cc1;17000;5.769551079
CHEMBL5194850;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2noc(-c3ccc(Cl)cc3)n2)c(F)c1;25000;5.602059991
CHEMBL5201495;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccc(Cl)cc3)s2)c(F)c1;370;7.431798276
CHEMBL5203596;COc1ccc(-c2nnc(N[C@@H]3C(=O)NC[C@H]3c3c(F)cc(OC)cc3F)o2)cc1;37000;5.431798276
CHEMBL5201015;COc1cc(F)c([C@@H]2CNC(=O)[C@H]2Nc2ncc(-c3ccc(Cl)cc3)o2)c(F)c1;2500;6.602059991
CHEMBL5181627;COc1ccc([C@@H]2CNC(=O)[C@H]2Nc2nnc(-c3ccc(Cl)cc3)o2)c(F)c1;400;7.397940009
;;;
